0,0,16,0,0,0,52,83,0,0,0,0,0,94,0,0,1,0,1,0,1,0,12,1,0,4,1,5,81,125,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,59,0,0,0,15,1,1,2,0,0,17,0,0,140,0,166,142,27,132,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
16,0,0,0,0,161,72,484,0,2,2,0,0,184,0,0,135,0,5,0,73,0,280,0,0,218,544,8,97,260,0,3,0,8,0,2,273,0,0,4,1,3,0,0,0,0,0,1,0,1,42,1,1,0,0,0,2,0,0,204,466,1,1,0,0,0,0,5
0,0,0,0,2,0,1,1,37,156,0,81,0,2,3,0,0,0,0,585,0,0,0,122,0,0,1,212,5,0,0,0,0,5,0,0,0,8,0,3,4,0,7,14,0,0,0,0,1,0,0,0,0,5,0,0,0,2,0,0,0,8,3,0,0,0,0,0
0,0,0,2,0,41,10,2,30,11,1,17,2,1,91,1,0,0,0,2,1,1,0,12,1,0,2,6,1,1,0,27,0,18,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,161,0,41,0,494,363,40,515,0,240,1,66,55,0,30,2,2,14,18,1,28,26,0,249,45,161,17,18,0,124,0,5,0,0,2,9,0,21,37,2,11,23,0,2,0,1,1,1,0,0,0,4,0,0,0,46,0,1,5,59,4,0,0,0,0,5
52,0,72,1,10,494,0,219,155,200,6,3,2,495,17,0,2,1,1,0,11,0,26,104,1,58,231,852,131,172,0,9,0,56,0,0,8,3,0,19,68,7,12,9,1,0,0,4,0,0,0,0,0,4,0,0,0,59,0,4,11,127,12,0,0,2,0,6
83,0,484,1,2,363,219,0,4,61,23,92,11,392,45,0,183,11,19,13,63,0,168,5,1,353,54,65,119,275,2,106,0,22,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,1,4,2,0,0,0,0,0,0
0,59,0,37,30,40,155,4,0,91,1,54,37,2,107,0,0,0,1,47,0,190,0,461,120,4,205,260,3,5,0,2,0,5,0,0,0,2,0,4,15,1,32,7,0,2,0,0,0,1,0,0,0,3,1,3,0,40,0,1,1,18,4,1,0,0,0,0
0,0,2,156,11,515,200,61,91,0,22,449,14,82,9,0,0,5,14,393,0,1,0,20,3,93,119,464,247,0,3,17,2,134,0,0,0,19,0,35,37,1,28,96,0,19,0,1,0,0,0,0,0,48,0,0,0,36,0,4,2,83,5,0,0,0,0,5
0,0,2,0,1,0,6,23,1,22,0,22,137,37,0,0,5,95,33,12,3,1,2,4,59,165,52,9,45,4,10,43,0,189,0,0,0,0,0,0,0,0,1,0,64,0,5,0,0,0,0,1,0,0,0,0,0,2,0,6,2,1,0,0,15,0,0,1
0,0,0,81,17,240,3,92,54,449,22,0,11,108,45,0,0,2,10,479,0,0,0,13,4,64,71,192,98,0,3,45,0,134,0,0,0,17,0,12,9,0,11,42,0,14,0,1,1,0,0,0,0,29,0,0,0,13,0,1,1,27,1,0,0,0,0,1
0,15,0,0,2,1,2,11,37,14,137,11,0,14,1,4,2,0,1,5,1,23,1,32,132,77,333,6,2,1,81,8,0,43,0,0,0,0,0,0,0,0,0,0,42,0,3,0,0,0,0,0,0,0,0,0,1,1,0,17,8,0,0,0,9,0,0,1
94,1,184,2,1,66,495,392,2,82,37,108,14,0,4,0,56,6,13,21,53,1,88,8,3,158,94,112,452,380,3,78,1,45,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,2,1,0,0,2,0,0,0
0,1,0,3,91,55,17,45,107,9,0,45,1,4,0,0,0,0,0,2,0,1,0,17,2,0,4,18,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,102,90,292,72,0,3,211,120,0,1,1,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,923,0,0,0,0,218,18,502,86,0,1,159,32,0,9,0,0,0,2
1,0,135,0,0,30,2,183,0,0,5,0,2,56,0,0,0,11,167,0,25,0,113,1,0,94,1087,4,125,99,0,2,5,22,0,2,33,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,3,0,0,119,106,0,0,0,0,0,0,0
0,0,0,0,0,2,1,11,0,5,95,2,0,6,0,0,11,0,52,4,2,0,3,2,25,160,103,1,13,1,2,1,1,12,0,0,0,0,0,0,0,0,1,0,12,0,2,0,0,0,0,4,2,0,0,0,0,0,6,59,8,0,0,0,23,0,0,0
1,17,5,0,0,2,1,19,1,14,33,10,1,13,0,0,167,52,0,3,3,0,3,0,2,116,156,1,31,5,0,0,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,1,1,125,67,0,0,0,4,0,0,0
0,0,0,585,2,14,0,13,47,393,12,479,5,21,2,0,0,4,3,0,0,0,0,50,1,28,22,136,48,0,2,13,0,43,0,0,0,9,0,4,7,0,7,30,0,4,0,0,0,0,0,0,0,17,0,0,0,7,0,0,1,21,2,0,0,0,0,0
1,0,73,0,1,18,11,63,0,0,3,0,1,53,0,102,25,2,3,0,0,2,700,5,0,16,85,121,38,672,0,2,2,243,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,193,1,0,0,0,412,3,38,220,0,2,3,139,3,43,0,0,2,1
0,140,0,0,1,1,0,0,190,1,1,0,23,1,1,90,0,0,0,0,2,0,3,332,167,2,128,16,1,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,31,0,0,0,0,0,5,4,12,0,1,6,2,0,2,0,0,0,0
12,0,280,0,0,28,26,168,0,0,2,0,1,88,0,292,113,3,3,0,700,3,0,0,0,152,765,120,92,819,0,2,4,161,0,0,149,0,0,0,1,0,0,0,1,0,0,2,0,477,1,0,0,0,49,1,480,8,0,7,519,2,0,2,0,0,0,3
1,166,0,122,12,26,104,5,461,20,4,13,32,8,17,72,1,2,0,50,5,332,0,0,124,9,380,382,49,24,1,8,3,22,0,0,0,5,0,20,74,4,37,12,0,2,0,8,0,92,0,0,0,2,127,7,11,829,0,5,9,676,10,44,0,0,1,7
0,142,0,0,1,0,1,1,120,3,59,4,132,3,2,0,0,25,2,1,0,167,0,124,0,56,187,2,1,0,74,1,0,10,0,0,0,0,0,0,1,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,1
4,27,218,0,0,249,58,353,4,93,165,64,77,158,0,3,94,160,116,28,16,2,152,9,56,0,758,27,154,70,33,38,1,92,0,12,3,0,0,1,2,0,1,4,69,3,12,1,0,0,13,52,61,1,0,0,0,3,14,1250,747,0,1,2,96,0,0,11
1,132,544,1,2,45,231,54,205,119,52,71,333,94,4,211,1087,103,156,22,85,128,765,380,187,758,0,357,51,55,85,7,5,347,0,44,609,0,0,0,5,5,1,4,57,6,14,5,0,83,50,45,42,2,1,10,322,10,21,1361,2878,3,0,0,63,0,0,48
5,3,8,212,6,161,852,65,260,464,9,192,6,112,18,120,4,1,1,136,121,16,120,382,2,27,357,0,257,325,1,16,19,177,1,0,7,16,0,44,198,7,60,72,3,2,0,17,1,60,1,0,0,31,83,2,5,1663,0,9,14,1437,32,75,0,1,3,14
81,0,97,5,1,17,131,119,3,247,45,98,2,452,0,0,125,13,31,48,38,1,92,49,1,154,51,257,0,480,1,54,131,182,0,0,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,10,0,1,2,14,1,1,0,0,0,0
125,1,260,0,1,18,172,275,5,0,4,0,1,380,0,1,99,1,5,0,672,6,819,24,0,70,55,325,480,0,0,7,11,216,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,16,0,0,0,0,41,1,2,60,0,0,3,83,1,1,0,0,0,1
0,0,0,0,0,0,0,2,0,3,10,3,81,3,0,1,0,2,0,2,0,1,0,1,74,33,85,1,1,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,50,0,1,0,0,0,0,0,1,0,0,0,0,0,0,27,3,0,0,0,31,0,0,0
1,0,3,0,27,124,9,106,2,17,43,45,8,78,7,1,2,1,0,13,2,0,2,8,1,38,7,16,54,7,2,0,2,65,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,5,1,0,0,2,0,4,3,0,1,5,19,131,11,0,2,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,8,5,18,5,56,22,5,134,189,134,43,45,0,2,22,12,57,43,243,0,161,22,10,92,347,177,182,216,4,65,75,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,4,12,7,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,130,21,0,0,1,0,0,199,0,0,4,5,13,0,2,0,1,2,0,36,2,12,101,140,0,0,0,3
0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,12,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73,0,6,0,3,2,2,2,13,1,7,1,0,215,0,79,136,41,206,0,0,0,0,0,0,7
0,0,273,0,0,2,8,4,0,0,0,0,0,2,0,0,33,0,0,0,2,0,149,0,0,3,609,7,0,0,0,0,0,3,4,0,0,0,0,272,465,376,1,22,2,0,0,292,0,1,186,0,0,0,11,0,504,2,0,416,447,45,18,10,0,0,0,9
0,0,0,8,0,9,3,0,2,19,0,17,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,2,0,1,68,182,3,223,0,10,0,0,0,0,0,908,0,0,0,159,0,10,9,156,64,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,1,7,3,0,6,13,0,0,58,0,0,0,0,0,0,0,0,6,1,0,0,6,1,0,0,2,0,8
0,0,4,3,0,21,19,0,4,35,0,12,0,0,0,0,0,0,0,4,0,0,0,20,0,1,0,44,2,1,0,1,0,0,0,0,272,2,20,0,306,276,23,491,1,161,1,46,63,0,10,4,7,14,16,0,23,26,0,304,6,72,31,0,0,7,0,5
0,0,1,4,0,37,68,1,15,37,0,9,0,0,0,1,0,0,0,7,0,0,1,74,1,2,5,198,2,5,0,1,0,5,130,0,465,0,1,306,0,318,98,153,2,3,0,691,4,0,42,3,18,0,94,0,232,52,0,254,30,819,204,325,0,2,1,24
0,0,3,0,0,2,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,5,7,0,0,0,0,0,0,21,0,376,1,7,276,318,0,4,143,63,77,0,445,37,0,43,36,94,19,15,0,26,35,0,872,97,57,80,99,6,19,0,38
0,0,0,7,1,11,12,0,32,28,1,11,0,0,0,1,0,1,0,7,1,2,0,37,0,1,1,60,0,0,0,1,0,0,0,73,1,68,3,23,98,4,0,36,16,33,21,8,71,1,1,4,1,61,0,193,0,514,366,35,252,122,25,3,1,0,1,10
0,0,0,14,1,23,9,0,7,96,0,42,0,0,1,0,1,0,0,30,1,0,0,12,0,4,4,72,0,0,0,1,0,0,0,0,22,182,0,491,153,143,36,0,6,222,1,122,0,0,1,7,4,439,4,1,4,17,0,137,154,647,569,1,0,3,0,134
0,0,0,0,0,0,1,0,0,0,64,0,42,0,0,0,0,12,0,0,0,0,1,0,11,69,57,3,1,0,50,0,0,0,1,6,2,3,6,1,2,63,16,6,0,12,41,43,0,4,2,140,18,11,1,2,2,12,257,358,111,8,58,1,33,39,0,212
0,0,0,0,1,2,0,0,2,19,0,14,0,0,0,0,0,0,0,4,0,0,0,2,0,3,6,2,2,0,0,0,0,0,0,0,0,223,13,161,3,77,33,222,12,0,1,133,40,0,1,8,4,479,0,1,0,22,0,326,235,64,229,0,5,13,0,100
0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,2,0,0,0,0,0,0,11,12,14,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,21,1,41,1,0,0,1,2,1,0,0,0,0,9,0,21,144,75,303,1,0,0,119,0,0,1
0,0,1,0,0,1,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,8,0,1,5,17,0,0,0,1,0,0,199,2,292,10,0,46,691,445,8,122,43,133,0,0,14,1,102,57,175,44,21,0,28,50,0,890,132,104,370,493,11,47,1,79
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,58,63,4,37,71,0,0,40,1,14,0,0,0,0,0,2,0,0,1,65,5,2,5,28,2,0,0,1,0,0
0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,923,0,0,0,0,193,31,477,92,0,0,83,60,0,16,0,0,0,0,0,2,1,0,0,0,0,0,1,0,4,0,2,1,0,0,2,0,1,1,178,78,176,251,0,13,94,82,2,4,0,2,0,18
0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,13,50,1,0,0,0,0,0,0,4,13,186,0,0,10,42,43,1,1,2,1,1,102,0,2,0,5,77,0,14,10,37,4,0,92,1313,9,27,94,1,0,4,28
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,52,45,0,1,0,0,0,0,0,5,1,0,0,0,4,3,36,4,7,140,8,0,57,0,0,5,0,44,4,2,2,2,3,27,390,87,2,20,1,0,1,1,27
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,0,0,0,0,0,0,61,42,0,0,0,1,0,0,0,13,7,0,0,0,7,18,94,1,4,18,4,0,175,0,1,77,44,0,0,6,0,5,1,4,246,78,0,48,35,0,0,1,74
0,0,0,5,1,4,4,0,3,48,0,29,0,0,0,0,0,0,0,17,0,0,0,2,0,1,2,31,0,0,0,0,0,0,0,1,0,908,0,14,0,19,61,439,11,479,0,44,2,1,0,4,0,0,0,0,0,93,0,121,98,197,223,0,0,3,0,54
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,218,0,0,0,0,412,0,49,127,0,0,1,83,1,41,0,0,0,0,2,0,11,0,0,16,94,15,0,4,1,0,0,21,0,178,14,2,6,0,0,3,541,3,0,22,32,140,42,445,0,3,0,415
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,3,5,1,7,0,0,10,2,0,1,0,0,0,0,0,215,0,0,0,0,0,0,193,1,2,1,9,0,0,78,10,2,0,0,3,0,5,274,240,12,153,1,1,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,502,3,0,0,0,38,4,480,11,0,0,322,5,0,2,0,0,0,2,1,0,504,0,0,23,232,26,0,4,2,0,0,28,1,176,37,2,5,0,541,5,0,4,0,223,1010,128,20,176,1,4,0,243
0,0,0,2,0,46,59,4,40,36,2,13,1,3,0,86,0,0,1,7,220,12,8,829,0,3,10,1663,10,60,0,1,1,6,2,79,2,159,6,26,52,35,514,17,12,22,21,50,65,251,4,3,1,93,3,274,4,0,132,94,347,267,225,20,3,2,12,72
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,14,21,0,0,0,0,0,0,0,0,136,0,0,1,0,0,0,366,0,257,0,144,0,5,0,0,27,4,0,0,240,0,132,0,164,343,0,0,0,236,0,0,0
0,3,204,0,0,1,4,1,1,4,6,1,17,1,0,1,119,59,125,0,2,1,7,5,3,1250,1361,9,1,0,27,0,0,4,36,41,416,10,0,304,254,872,35,137,358,326,75,890,2,13,92,390,246,121,22,12,223,94,164,0,752,66,143,67,14,23,1,300
0,0,466,0,0,5,11,4,1,2,2,1,8,2,0,159,106,8,67,1,3,6,519,9,1,747,2878,14,2,3,3,0,0,12,2,206,447,9,0,6,30,97,252,154,111,235,303,132,5,94,1313,87,78,98,32,153,1010,347,343,752,0,218,45,5,48,4,1,654
0,0,1,8,0,59,127,2,18,83,1,27,0,1,0,32,0,0,0,21,139,2,2,676,0,0,3,1437,14,83,0,1,0,7,12,0,45,156,6,72,819,57,122,647,8,64,1,104,28,82,9,2,0,197,140,1,128,267,0,66,218,0,668,248,0,1,39,248
0,0,1,3,0,4,12,0,4,5,0,1,0,0,0,0,0,0,0,2,3,0,0,10,0,1,0,32,1,1,0,0,0,1,101,0,18,64,1,31,204,80,25,569,58,229,0,370,2,2,27,20,48,223,42,1,20,225,0,143,45,668,0,161,5,29,74,228
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,43,2,2,44,0,2,0,75,1,1,0,0,0,0,140,0,10,0,0,0,325,99,3,1,1,0,0,493,0,4,94,1,35,0,445,0,176,20,0,67,5,248,161,0,0,1,8,200
0,0,0,0,0,0,0,0,0,0,15,0,9,2,0,0,0,23,4,0,0,0,0,0,1,96,63,0,0,0,31,0,0,0,0,0,0,0,0,0,0,6,1,0,33,5,119,11,0,0,1,0,0,0,0,0,1,3,236,14,48,0,5,0,0,2,0,1
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,7,2,19,0,3,39,13,0,47,1,2,0,1,0,3,3,0,4,2,0,23,4,1,29,1,2,0,0,51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4,1,1,0,0,0,0,12,0,1,1,39,74,8,0,0,0,59
0,0,5,0,0,5,6,0,0,5,1,1,1,0,0,2,0,0,0,0,1,0,3,7,1,11,48,14,0,1,0,0,0,0,3,7,9,9,8,5,24,38,10,134,212,100,1,79,0,18,28,27,74,54,415,0,243,72,0,300,654,248,228,200,1,51,59,0
